raw_input,expected_degree,predicted_degree,expected_field,predicted_field,status,layer_used,confidence,fuzzy_score,error_category
BEHONSHONS degree,Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
BEHONSHONS qualification,Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
BEHONSHONS with Honours,Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian BEHONSHONS,Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian BEHONSHONS degree,Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian BEHONSHONS qualification,Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian BEHONSHONS (India),Bachelor of Engineering,,,,review_needed,L3,0.35,35.0,wrong_degree
Indian BEHONSHONS (IN),Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian BEHONSHONS (3-4 years),Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian BEHONSHONS (Hons),Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian BEHONSHONS with Honours,Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India BEHONSHONS,Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India BEHONSHONS degree,Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India BEHONSHONS qualification,Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India BEHONSHONS (India),Bachelor of Engineering,,,,review_needed,L3,0.35,35.0,wrong_degree
India BEHONSHONS (IN),Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India BEHONSHONS (3-4 years),Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India BEHONSHONS (Hons),Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India BEHONSHONS with Honours,Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN BEHONSHONS degree,Bachelor of Engineering,,,,review_needed,L3,0.35,35.0,wrong_degree
IN BEHONSHONS qualification,Bachelor of Engineering,,,,review_needed,L3,0.35,35.0,wrong_degree
IN BEHONSHONS with Honours,Bachelor of Engineering,,,,review_needed,L3,0.35,35.0,wrong_degree
Indian Bachelor of Science degree,Bachelor of Science,Bachelor of Engineering,,,review_needed,L2,0.7826,78.3,wrong_degree
India Bachelor of Science degree,Bachelor of Science,Bachelor of Engineering,,,review_needed,L2,0.7941,79.4,wrong_degree
Indian BSC,Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7619,76.2,wrong_degree
Indian BSC (India),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7619,76.2,wrong_degree
Indian BSC (IN),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7619,76.2,wrong_degree
Indian BSC (3-4 years),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7619,76.2,wrong_degree
Indian BSC (Hons),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7619,76.2,wrong_degree
India BSC,Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7,70.0,wrong_degree
India BSC (India),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7,70.0,wrong_degree
India BSC (IN),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7,70.0,wrong_degree
India BSC (3-4 years),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7,70.0,wrong_degree
India BSC (Hons),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7,70.0,wrong_degree
B S C (India),Bachelor of Science,Bachelor of Dental Surgery,,,review_needed,L2,0.8,80.0,wrong_degree
B S C (IN),Bachelor of Science,Bachelor of Dental Surgery,,,review_needed,L2,0.8,80.0,wrong_degree
Indian B S C,Bachelor of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B S C degree,Bachelor of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B S C qualification,Bachelor of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B S C (India),Bachelor of Science,,,,review_needed,L3,0.35,35.0,wrong_degree
Indian B S C (IN),Bachelor of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B S C (3-4 years),Bachelor of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B S C (Hons),Bachelor of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B S C with Honours,Bachelor of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B S C,Bachelor of Science,Bachelor of Dental Surgery,,,review_needed,L2,0.7063,70.6,wrong_degree
India B S C degree,Bachelor of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B S C qualification,Bachelor of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B S C (India),Bachelor of Science,Bachelor of Dental Surgery,,,review_needed,L2,0.7063,70.6,wrong_degree
India B S C (IN),Bachelor of Science,Bachelor of Dental Surgery,,,review_needed,L2,0.7063,70.6,wrong_degree
India B S C (3-4 years),Bachelor of Science,Bachelor of Dental Surgery,,,review_needed,L2,0.7063,70.6,wrong_degree
India B S C (Hons),Bachelor of Science,Bachelor of Dental Surgery,,,review_needed,L2,0.7063,70.6,wrong_degree
India B S C with Honours,Bachelor of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN B S C,Bachelor of Science,Bachelor of Dental Surgery,,,review_needed,L2,0.8,80.0,wrong_degree
IN B S C degree,Bachelor of Science,,,,review_needed,L3,0.35,35.0,wrong_degree
IN B S C qualification,Bachelor of Science,,,,review_needed,L3,0.35,35.0,wrong_degree
IN B S C (India),Bachelor of Science,Bachelor of Dental Surgery,,,review_needed,L2,0.8,80.0,wrong_degree
IN B S C (IN),Bachelor of Science,Bachelor of Dental Surgery,,,review_needed,L2,0.8,80.0,wrong_degree
IN B S C (3-4 years),Bachelor of Science,Bachelor of Dental Surgery,,,review_needed,L2,0.8,80.0,wrong_degree
IN B S C (Hons),Bachelor of Science,Bachelor of Dental Surgery,,,review_needed,L2,0.8,80.0,wrong_degree
IN B S C with Honours,Bachelor of Science,,,,review_needed,L3,0.35,35.0,wrong_degree
Indian B Sc,Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7826,78.3,wrong_degree
Indian B Sc degree,Bachelor of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B Sc qualification,Bachelor of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B Sc (India),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7826,78.3,wrong_degree
Indian B Sc (IN),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7826,78.3,wrong_degree
Indian B Sc (3-4 years),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7826,78.3,wrong_degree
Indian B Sc (Hons),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7826,78.3,wrong_degree
Indian B Sc with Honours,Bachelor of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B Sc,Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7273,72.7,wrong_degree
India B Sc degree,Bachelor of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B Sc qualification,Bachelor of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B Sc (India),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7273,72.7,wrong_degree
India B Sc (IN),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7273,72.7,wrong_degree
India B Sc (3-4 years),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7273,72.7,wrong_degree
India B Sc (Hons),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7273,72.7,wrong_degree
India B Sc with Honours,Bachelor of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN B Sc degree,Bachelor of Science,,,,review_needed,L3,0.35,35.0,wrong_degree
IN B Sc qualification,Bachelor of Science,,,,review_needed,L3,0.35,35.0,wrong_degree
IN B Sc with Honours,Bachelor of Science,,,,review_needed,L3,0.35,35.0,wrong_degree
Indian BSC Hons (India),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7619,76.2,wrong_degree
Indian BSC Hons (IN),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7619,76.2,wrong_degree
Indian BSC Hons (3-4 years),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7619,76.2,wrong_degree
Indian BSC Hons (Hons),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7619,76.2,wrong_degree
India BSC Hons (India),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7,70.0,wrong_degree
India BSC Hons (IN),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7,70.0,wrong_degree
India BSC Hons (3-4 years),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7,70.0,wrong_degree
India BSC Hons (Hons),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7,70.0,wrong_degree
Indian BSc Hons (Hons) (India),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7619,76.2,wrong_degree
Indian BSc Hons (Hons) (IN),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7619,76.2,wrong_degree
Indian BSc Hons (Hons) (3-4 years),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7619,76.2,wrong_degree
Indian BSc Hons (Hons) (Hons),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7619,76.2,wrong_degree
India BSc Hons (Hons) (India),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7,70.0,wrong_degree
India BSc Hons (Hons) (IN),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7,70.0,wrong_degree
India BSc Hons (Hons) (3-4 years),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7,70.0,wrong_degree
India BSc Hons (Hons) (Hons),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7,70.0,wrong_degree
Indian Bachelor of Science (Hons) degree,Bachelor of Science,Bachelor of Engineering,,,review_needed,L2,0.7826,78.3,wrong_degree
India Bachelor of Science (Hons) degree,Bachelor of Science,Bachelor of Engineering,,,review_needed,L2,0.7941,79.4,wrong_degree
B. Sc (Hons) qualification,Bachelor of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
B. Sc (Hons) with Honours,Bachelor of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B. Sc (Hons) degree,Bachelor of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B. Sc (Hons) qualification,Bachelor of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B. Sc (Hons) (India),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7826,78.3,wrong_degree
Indian B. Sc (Hons) (IN),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7826,78.3,wrong_degree
Indian B. Sc (Hons) (3-4 years),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7826,78.3,wrong_degree
Indian B. Sc (Hons) (Hons),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7826,78.3,wrong_degree
Indian B. Sc (Hons) with Honours,Bachelor of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B. Sc (Hons) degree,Bachelor of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B. Sc (Hons) qualification,Bachelor of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B. Sc (Hons) (India),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7273,72.7,wrong_degree
India B. Sc (Hons) (IN),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7273,72.7,wrong_degree
India B. Sc (Hons) (3-4 years),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7273,72.7,wrong_degree
India B. Sc (Hons) (Hons),Bachelor of Science,Bachelor of Business Administration,,,review_needed,L2,0.7273,72.7,wrong_degree
India B. Sc (Hons) with Honours,Bachelor of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN B. Sc (Hons) degree,Bachelor of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN B. Sc (Hons) qualification,Bachelor of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN B. Sc (Hons) with Honours,Bachelor of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian BTECH,Bachelor of Technology,Bachelor of Engineering,,,review_needed,L2,0.8,80.0,wrong_degree
Indian BTECH (India),Bachelor of Technology,Bachelor of Engineering,,,review_needed,L2,0.8,80.0,wrong_degree
Indian BTECH (IN),Bachelor of Technology,Bachelor of Engineering,,,review_needed,L2,0.8,80.0,wrong_degree
Indian BTECH (3-4 years),Bachelor of Technology,Bachelor of Engineering,,,review_needed,L2,0.8,80.0,wrong_degree
Indian BTECH (Hons),Bachelor of Technology,Bachelor of Engineering,,,review_needed,L2,0.8,80.0,wrong_degree
B T E C H qualification,Bachelor of Technology,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
B T E C H (India),Bachelor of Technology,,,,review_needed,L3,0.35,35.0,wrong_degree
B T E C H (IN),Bachelor of Technology,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
B T E C H (3-4 years),Bachelor of Technology,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
B T E C H with Honours,Bachelor of Technology,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B T E C H,Bachelor of Technology,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B T E C H degree,Bachelor of Technology,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B T E C H qualification,Bachelor of Technology,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B T E C H (India),Bachelor of Technology,,,,review_needed,L3,0.35,35.0,wrong_degree
Indian B T E C H (IN),Bachelor of Technology,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B T E C H (3-4 years),Bachelor of Technology,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B T E C H (Hons),Bachelor of Technology,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B T E C H with Honours,Bachelor of Technology,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B T E C H,Bachelor of Technology,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B T E C H degree,Bachelor of Technology,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B T E C H qualification,Bachelor of Technology,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B T E C H (India),Bachelor of Technology,,,,review_needed,L3,0.35,35.0,wrong_degree
India B T E C H (IN),Bachelor of Technology,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B T E C H (3-4 years),Bachelor of Technology,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B T E C H (Hons),Bachelor of Technology,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B T E C H with Honours,Bachelor of Technology,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN B T E C H,Bachelor of Technology,,,,review_needed,L3,0.35,35.0,wrong_degree
IN B T E C H degree,Bachelor of Technology,,,,review_needed,L3,0.35,35.0,wrong_degree
IN B T E C H qualification,Bachelor of Technology,,,,review_needed,L3,0.35,35.0,wrong_degree
IN B T E C H (India),Bachelor of Technology,,,,review_needed,L3,0.35,35.0,wrong_degree
IN B T E C H (IN),Bachelor of Technology,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
